"AÑO","NAME","CANTIDAD"
1992,Muscicapa striata                            ,65
1989,Carduelis chloris                            ,15
1994,Erithacus rubecula                           ,301
1993,Luscinia svecica svecica                     ,2
1993,Luscinia svecica cyanecula                   ,2
1992,Oenanthe oenanthe                            ,6
2002,Cettia cetti                                 ,56
1997,Lanius (excubitor) meridionalis              ,1
2000,Pica pica                                    ,3
1990,Garrulus glandarius                          ,1
2004,Streptopelia turtur                          ,2
2019,Sturnus unicolor                             ,5
2012,Acrocephalus scirpaceus                      ,288
2014,Sylvia melanocephala                         ,14
2014,Apus apus                                    ,2
1992,Ficedula hypoleuca                           ,44
1996,Cettia cetti                                 ,9
1994,Hieraaetus fasciatus                         ,3
1985,Melanocorypha calandra                       ,2
1995,Parus major                                  ,7
1996,Erithacus rubecula                           ,20
1998,Sylvia atricapilla                           ,289
1992,Philomachus pugnax                           ,30
1996,Columba livia                                ,55
1983,Fringilla coelebs                            ,99
2020,Himantopus himantopus                        ,3
2015,Streptopelia decaocto                        ,139
2020,Apus apus                                    ,9
2017,Anthus (spinoletta) petrosus                 ,1
1987,Sylvia atricapilla                           ,126
1989,Bubo bubo                                    ,1
1987,Acrocephalus arundinaceus                    ,16
1998,Fringilla coelebs                            ,68
1987,Turdus philomelos                            ,79
1989,Accipiter nisus                              ,1
2002,Streptopelia turtur                          ,3
2003,Acrocephalus scirpaceus                      ,252
1983,Sylvia atricapilla                           ,49
1983,Acrocephalus arundinaceus                    ,1
2006,Parus cristatus                              ,3
1992,Locustella naevia                            ,1
1988,Cercotrichas galactotes                      ,1
1989,Emberiza cirlus                              ,8
1993,Charadrius alexandrinus                      ,9
1998,Alauda arvensis                              ,12
2003,Accipiter nisus                              ,9
2003,Myiopsitta monachus                          ,1
1989,Milvus migrans                               ,2
2004,Milvus migrans                               ,1
2007,Phylloscopus sp.                             ,1
2001,Panurus biarmicus                            ,6
1984,Motacilla alba                               ,7
2013,Certhia brachydactyla                        ,4
2017,Carduelis spinus                             ,2
2012,Caprimulgus ruficollis                       ,1
